rating,title,text
5.0,Very Functional!,"I debated on getting a much more expensive tray but took a chance on this.  I didn't expect much when I ordered this tray table but am soooo glad I did!  It is even better than what I thought it would be.  The legs are adjustable so it will move a bit higher or a bit lower, depending on how you have them set.  I have used this while sitting on the sofa and while sitting in bed.  It really helps me use my laptop.  There is plenty of room for me to use my mouse on the side - and I have a 17"" laptop so it takes up quite a bit of space."
5.0,Excellent little ear buds. Definitely recommend.,"Super impressed!! I wanted ear buds to use while I draw at night while in the same room as my sleeping 1 year old daughter. Wires are not ideal with a toddler, 3 dogs, and a cat lol<br /><br />These came recommended by a friend and (though the price initially had me hesitant) I am super happy with them. Loved the sound quality and so far I've used them 6 hours and have not charged them yet. Was easy to connect them to my phone (Galaxy S9). Best part about them is that even quite loud, you can't hear them. Had my roommate listen to a song on loud before I used them at night - heard nothing!<br /><br />Box and carrier/charger are very nice and futuristic feeling. The magnets pulling the earbud into the right place in the carrier is super nice!!<br /><br />One note - it does not come with a wall plug, but it does come with a USB to micro USB cord. not a huge deal since I have spare wall plugs but it might be annoying to someone who doesnt have several floating around.<br /><br />All in all, definitely worth the money!"
4.0,"Good product overall, decent price","I have had these ear buds for about a month or so. I use it mainly when working out and when traveling. So far, I am pretty satisfied with the quality. They've held up pretty well, I keep mine in the case when not in use, and the battery life has been good as well. The sound quality is good, given these are nothing like the more fancier brands like Beats or Bose, etc. so don't expect the crisp sounds or bass boosts if that's what you're looking for. Sound quality is clear and can get loud, but remember, you can always adjust your equalizer on your cell phone or whatever device you are pairing it with. However, I am overall pleased with the quality and price point."
1.0,Do not recommend,"It breaks when we pull it through. Tried several, all breaks easily"
5.0,great product... these microfiber cloths work perfectly,I LOVE these microfiber cloths.  Perfect size and they keep my screens clean .  great purchase.
1.0,This is not for 2017 model,This is not for 2017 model. It was too big.
5.0,This Cover Allows the back of your IPad to Show,"This is a great case that protects the corners and sides of my IPad.  The back is transparent so if you chose a special color, you can see it.  I use this one when I travel to protect against accidental drops."
1.0,Garbage,Garbage - remove from amazon
5.0,Bang for the buck,"Works great. I wanted a second battery for my Canon g7x mk ii. I just got the camera, so I am not sure about longevity, but so far, so good; the charge sustained for quite a while."
5.0,Drive,"Great quality, as advertised."
5.0,All the feature I was looking for...,"This has all the buttons on the player to operate it.  Plus, the remote!!!  I also needed to hook up an external speaker with the red and white cable.  They even included the cables.  Love the this is 1080 too.  I use this for various things, but really needed the speaker out jacks to hook up for outdoor movies."
3.0,Good cards but not good block.,Great codes but the blocks do not work so luckily at least I had some to use.
4.0,Four Stars,Good quality!
5.0,Luvs it! Perfect for me!,"I luvs this laptop carrying case! It’s strong and sturdy, made of neoprene. A great material to use for protection of the laptop. My laptop fits snugly inside. It has a side pocket for the cord or other paraphernalia. And I luvs the cute design! Perfect for me!"
5.0,I'm very pleased,"I'm very pleased with this computer.  I liked it so much that later I bought a similar one and it came with (groan) Windows 8, which is not easy to use.  But this particular machine is great."
4.0,"Buttons could be better. Alarm is solid, though.","I've been wanting one of these since I first discovered them on a tech blog last year. I have a bad habit of being a grumpy morning person; part of it is going to sleep late, the other part is the way I wake up.<br />So I then discovered that some alarm clocks wake you by showing you artificial sunlight. Perfect, I thought.<br /><br />I was excited to get this set up when it arrived. I found the box a bit light, but I got out the pieces and assembled everything straight away. The settings were very easy to get done, even though the buttons seemed confusing at first.<br /><br />There are touch buttons on the light part, as well as alarm and volume buttons on the base. The lamp itself is a bit light, however. I mean weight-wise. It tips over my nightstand quite a bit.<br /><br />And that brings me to the buttons. My daughter, two, loves to touch gadgets. This is no exception. If you plan on getting this, put it somewhere where kids can't reach. Even at her slightest touch the settings are constantly reset, so I have to put them back. As of right now I have to reset the settings again, but I do love the clock and I find myself in a better mood in the mornings.<br /><br />But not when I see my daughter reaching for the clock as I get up.<br /><br />The light glows after some time, and really gets a good light in my face. The days are getting warmer here in Chicago and so the sun is shining more and more through the windows. Still, I'm able to utilize this alarm to get the sunlight less offensive.<br />The speaker on it is really clear for the size; maybe I'm just surprised at how well speakers have gotten in alarm clocks.<br /><br />Overall, great. The lowest brightness for the clock isn't too bad. You can't really see it when the bedroom light is on, but at night it does get a little brighter than it seems. On my nightstand I put a pillow there to block just above the digital clock so the numerals get blocked out but I still get the light from the actual wake-up light.<br /><br />Overall I'm pleased with it. I could have some heft to keep it more stable, and I'd prefer harder-to-press buttons (both for my toddler and my snooze tendency). Still, it's a lot better than using my phone as my alarm clock, especially since I don't like bringing in phones into my bedroom, thus allowing me to get to sleep right away."
